"","player_id","player","allowed_pressure_dropbacks","hits_allowed","hurries_allowed","pressures_allowed","sacks_allowed","player_game_count.x","percent_qb_allowed_press","base_dropbacks","blitz_grades_offense","blitz_grades_pass","blitz_grades_run","no_blitz_grades_offense","no_blitz_grades_pass","no_blitz_grades_run","no_pressure_grades_offense","no_pressure_grades_pass","no_pressure_grades_run","pressure_grades_offense","pressure_grades_pass","pressure_grades_run","avg_time_to_throw","avg_ttt_attempts","avg_ttt_sacks","avg_ttt_scrambles","aimed_passes","pass_attempts","bats","big_time_throws","completions","dropbacks","drops","first_downs","hit_as_threw","interceptions","passing_snaps","sacks","scrambles","spikes","thrown_aways","pass_tds","turnover_worthy_plays","pass_yards","grades_hands_fumble","grades_offense","grades_pass","grades_run","pressure_to_sack_rate","qb_rating","sack_percent","twp_rate","completion_percent","ypa","accuracy_percent","avg_depth_of_target","btt_rate","drop_rate","avoided_tackles","breakaway_yards","explosive","fumbles","scramble_yards","rush_tds","rush_yards","yards_after_contact","zone_attempts","attempts.y","breakaway_percent","elusive_rating"
"31",10734,"Connor Cook",150,1,3,11,7,23,7.30133333333333,703,81.2573257467994,80.8591749644381,57.7638691322902,82.8869132290185,83.3193456614509,48.0359886201991,91.1203413940256,90.9203413940256,45.5564722617354,55.8294452347084,56.7507823613087,59.1914651493599,2.67944523470839,2.5947226173542,3.36241820768137,4.89889046941679,634,663,9,53,382,703,39,141,6,10,739,24,16,0,14,46,31,5629,57.6015647226173,84.2341394025605,85.6758179231864,52.6610241820768,12.4482219061166,102.294452347084,3.44352773826458,4.19075391180654,57.5909502262443,8.53981900452489,66.3694006309148,11.4028391167192,7.61041009463722,9.17129337539432,2,20,7,6,88,2,229,91,0,70,7.54285714285714,1.48
"32",10751,"Pharoh Cooper",1,0,0,1,1,5,0,17,84.9764705882353,74.9705882352941,0,71.6823529411765,57.9647058823529,66.7117647058823,77.6588235294117,57.3411764705882,62.9470588235294,73.4764705882353,78,30.1176470588235,3.60588235294118,2.57411764705882,2.35294117647059,7.01764705882353,13,13,0,1,7,17,0,3,0,0,17,1,3,0,0,3,1,89,61.6352941176471,77.5470588235294,66.8941176470588,62.4588235294118,23.5294117647059,112.329411764706,5.88235294117647,5.88235294117647,53.8461538461538,6.87692307692308,53.8461538461538,18.0615384615385,7.69230769230769,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",10769,"Dak Prescott",218,3,4,11,4,24,5.02247706422018,871,67.6890929965557,67.4508610792193,58.211251435132,72.1636050516648,69.4845005740528,68.7681974741676,80.2435132032147,77.6207807118255,68.9781859931114,53.59196326062,51.6764638346728,64.2947187141217,2.6825086306099,2.51232451093211,3.62896432681243,4.79822784810127,750,782,9,34,502,871,44,171,9,14,903,49,40,2,12,49,39,6415,65.912858783008,72.114466130884,70.0281285878301,65.3908151549943,17.1417910447761,103.12812858783,5.62089552238806,4.31090700344432,64.2176470588235,8.19705882352941,72.7898666666667,8.74106666666667,4.1984,8.0672,34,522,58,12,395,23,1733,759,26,273,30.0879120879121,25.1527472527473
"34",10773,"Cardale Jones",54,1,5,9,3,15,16.6222222222222,225,77.5755555555556,74.6302222222222,68.8786666666667,47.6488888888889,47.8017777777778,58.856,75.988,75.5826666666667,58.5288888888889,35.0764444444444,33.5542222222222,66.9702222222222,2.80204444444444,2.54093333333333,3.46542222222222,4.74226666666667,177,193,3,7,119,225,8,71,2,5,234,14,18,0,11,10,14,1565,31.2284444444444,59.2924444444444,57.604,61.6053333333333,17.4168888888889,94.1111111111111,6.19466666666667,5.92533333333333,61.6269430051813,8.07668393782383,71.7779661016949,9.94576271186441,3.53502824858757,6.18531073446328,23,180,22,9,149,2,486,272,4,68,37.65,56.0970588235294
"35",10796,"Kevin Hogan",140,1,5,12,6,24,8.54,697,72.7241032998565,71.8241032998565,62.4447632711621,73.5249641319943,76.2456241032998,50.861262553802,83.4374461979914,84.6144906743185,51.4711621233859,48.3243902439024,48.0232424677188,57.5697274031564,2.72763688760807,2.49982708933718,3.52870317002882,4.77106628242075,592,608,3,33,403,697,36,127,3,15,736,37,52,3,7,39,36,5061,41.9119081779053,73.925824964132,76.8017216642755,53.9618364418938,22.1634146341463,103.027546628407,5.33342898134864,4.91076040172166,66.3123355263158,8.33881578947368,74.1851351351351,9.46756756756757,5.12432432432433,8.17972972972973,23,247,22,16,279,9,744,283,5,76,33.3052631578947,30.3578947368421
"36",10799,"Tyreek Hill",1,0,0,1,1,1,0,1,73.7,0,0,69.9,60,0,76.1,0,0,60.5,60,0,4.7,0,4.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",10816,"Keenan Reynolds",74,0,1,3,2,22,4.07432432432432,251,68.695219123506,66.192828685259,72.0410358565737,60.8553784860558,61.7442231075697,56.5306772908367,67.9,68.2553784860558,60.9760956175299,58.7697211155378,56.9386454183267,66.9697211155379,3.05012244897959,2.898,3.44808163265306,4.84738775510204,187,209,3,15,101,251,14,34,4,4,261,31,11,6,9,13,11,1903,52.9693227091633,67.7908366533864,64.396015936255,64.8721115537849,29.0266932270916,92.6749003984064,12.3199203187251,4.199203187251,48.3377990430622,9.11531100478469,61.4925133689839,14.3352941176471,6.83582887700535,12.1994652406417,51,1149,69,18,98,42,2651,1038,6,446,43.2627802690583,22.9605381165919
"38",10821,"Nate Sudfeld",98,3,0,6,3,17,6.10204081632653,579,70.6504317789292,70.0153713298791,60.7841105354059,74.2894645941278,76.6956822107081,41.7742659758204,80.3740932642487,82.580829015544,37.9108808290155,54.2708117443869,53.8027633851468,62.1820379965458,2.69025906735751,2.5132469775475,3.99865284974093,4.73480138169257,497,531,5,30,320,579,35,149,5,8,602,18,30,0,24,30,23,4334,52.9388601036269,75.2699481865285,76.4977547495682,50.3227979274611,12.9654576856649,98.5307426597582,3.1,3.86442141623489,60.2772128060264,8.16346516007533,71.4203219315895,10.1559356136821,5.41388329979879,9.80301810865191,3,36,8,8,152,7,243,64,11,44,19.2409090909091,1.7
"39",10825,"Jake Rudock",208,6,15,24,3,23,11.4980769230769,791,67.6691529709229,67.1517067003793,59.3503160556258,69.5078381795196,71.1758533501896,54.7930467762326,79.0429835651075,80.0284450063211,52.8610619469027,49.6628318584071,49.9648546144121,60.3163084702908,2.78970922882427,2.58398230088496,3.31970922882427,5.10328697850822,640,699,20,25,441,791,37,149,12,14,829,36,56,0,27,34,28,5143,58.2912768647282,69.8991150442478,71.2380530973451,53.0599241466498,13.7136536030341,93.1601769911504,4.5543615676359,3.36017699115044,63.1271816881259,7.35679542203147,74.68875,8.6875,3.43125,7.75625,6,0,15,11,405,7,487,140,3,32,0,3.515625
"40",10835,"Brandon Allen",188,2,9,12,1,24,6.4063829787234,721,71.476560332871,70.5955617198336,62.0389736477115,81.7256588072122,81.0008321775312,58.8711511789182,87.4360610263523,86.4635228848821,59.2600554785021,52.3300970873786,52.0105409153953,59.8847434119279,2.87457697642164,2.74457697642164,3.84927877947295,4.80091539528433,609,662,9,34,402,721,24,163,5,12,744,26,33,0,39,47,31,5239,48.7079056865465,78.4576976421637,80.2668515950069,53.3640776699029,11.2542302357836,101.867545076283,3.59084604715673,4.18626907073509,60.7287009063444,7.89516616314199,69.9684729064039,9.83891625615763,4.97093596059113,5.73349753694581,7,0,7,13,215,3,260,134,1,41,0,2.04878048780488
"41",10841,"Jeff Driskel",123,1,3,10,6,20,8.13252032520325,666,72.4632132132132,72.2537537537538,58.1126126126126,71.8656156156156,72.4112612612613,54.3921921921922,74.5971471471472,75.01996996997,49.9936936936937,67.2938438438438,66.8591591591591,61.5843843843844,2.45031674208145,2.3006334841629,3.52778280542986,4.54455505279035,572,608,8,30,361,666,38,167,7,18,695,28,30,3,18,33,21,4681,70.6228228228228,75.0978978978979,74.1656156156156,64.3662162162162,14.8810810810811,89.3878378378378,4.2,3.03228228228228,59.3855263157895,7.70065789473684,69.7356643356643,10.4335664335664,4.78951048951049,9.59020979020979,21,173,17,7,188,9,657,329,19,97,23.6546391752577,37.7020618556701
"42",10857,"Brandon Doughty",181,2,4,9,3,24,4.9707182320442,1008,83.647619047619,82.4793650793651,31.3555555555556,86.7349206349206,85.9809523809524,55.5428571428571,91.4746031746032,90.8825396825397,53.8333333333333,67.8730158730159,67.2444444444444,59.6460317460318,2.40857142857143,2.34079365079365,3.1668253968254,4.55365079365079,922,960,11,46,666,1008,59,196,8,16,1044,33,15,0,19,86,25,8521,57.9952380952381,88.1301587301587,87.5142857142857,51.4380952380952,13.2761904761905,119.753968253968,3.28571428571429,2.40793650793651,69.3933333333333,8.87333333333333,78.6418655097614,8.2295010845987,4.59262472885032,8.12418655097614,1,0,3,7,83,3,80,33,0,21,0,0
"43",10859,"Devin Lucien",1,0,0,0,0,1,0,1,88.4,73.1,0,72.7,0,0,80.8,0,0,72.3,73.1,0,2.8,2.8,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,48.9,80.4,73.1,0,0,39.6,0,0,0,0,100,17,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",10908,"Darion Griswold",1,0,0,0,0,1,0,1,60.8,0,0,66.4,45.8,0,66.4,0,0,61.6,45.8,0,4.2,4.2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,69.5,78.9,45.8,63.2,0,39.6,0,0,0,0,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",10951,"Jake Coker",84,0,3,5,2,17,5.97142857142857,419,66.9377088305489,64.4472553699284,59.3107398568019,77.4069212410501,74.0322195704057,72.9042959427208,82.6797136038186,79.8789976133652,71.3878281622912,58.181861575179,52.8639618138425,61.5854415274463,2.74520286396181,2.42465393794749,4.57806682577566,5.69926014319809,349,371,4,14,242,419,23,112,3,8,439,19,29,0,15,19,14,2690,65.7136038186157,74.3369928400955,72.2157517899761,65.6589498806683,14.2835322195704,94.7525059665871,4.5,3.18496420047733,65.2409703504043,7.22048517520216,75.9449856733524,8.35730659025788,3.55100286532951,8.66361031518625,14,0,8,2,207,2,214,135,4,20,0,0
"46",10966,"Glenn Gronkowski",1,0,0,1,1,1,0,3,64.9,34.9333333333333,0,68.6,20,0,73.6333333333333,36.5333333333333,0,54.8333333333333,60,0,4.7,2.96666666666667,1.73333333333333,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,73.3,84.8,52.4,64.7,0,39.6,0,0,0,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",10985,"Joel Stave",145,1,2,5,2,20,3.46344827586207,516,53.1790697674419,52.606976744186,45.6348837209302,88.1395348837209,86.4767441860465,67.1232558139535,85.7976744186047,84.4093023255814,62.653488372093,60.0302325581395,58.6883720930233,49.3837209302326,2.69174757281553,2.62174757281553,3.26563106796117,5.04615533980582,460,480,6,25,286,516,29,135,7,15,541,28,8,1,6,18,24,3523,57.493023255814,79.8046511627907,77.7162790697674,69.6395348837209,16.4627906976744,81.7255813953488,5.42558139534884,4.40232558139535,59.605,7.34166666666667,68.4739130434783,10.3652173913043,5,9.15652173913043,1,0,3,7,55,1,37,27,0,20,0,0
"48",10986,"Mike Bercovici",153,1,3,7,3,20,4.58692810457516,733,73.5825375170532,75.3275579809004,24.6503410641201,74.1076398362892,72.5532060027285,64.7087312414734,86.1616643929059,85.325238744884,60.5639836289222,44.7836289222374,46.2833560709413,33.7396998635744,2.50812585499316,2.41354309165527,3.24459644322845,4.30913816689467,629,670,7,28,405,733,47,169,7,13,763,47,16,2,25,39,31,4914,49.1847203274215,73.6901773533424,75.1080491132333,52.7826739427012,22.1083219645293,94.3278308321964,6.39058663028649,4.05457025920873,60.4232835820896,7.33955223880597,71.8755166931637,8.91303656597774,3.99920508744038,10.3893481717011,2,52,8,14,90,6,357,72,29,80,13.7025,2.12625
"49",11111,"Matt Johnson",114,3,3,15,9,13,13.1263157894737,590,90.9796610169492,90.6728813559322,53.4152542372881,90.2779661016949,89.8932203389831,60.7491525423729,92.1779661016949,91.793220338983,58.1389830508475,72.771186440678,72.2576271186441,57.7033898305085,2.57677966101695,2.39016949152542,3.77542372881356,5.13135593220339,498,531,8,36,364,590,20,207,0,6,621,37,22,0,25,42,15,4764,65.6423728813559,90.7491525423729,91.2152542372881,60.4661016949153,24.3169491525424,118.277966101695,6.28813559322034,2.42372881355932,68.5610169491525,8.97966101694915,77.1506024096386,9.96265060240964,6.41084337349398,5.22650602409638,6,45,10,6,135,4,351,87,11,50,12,7.488
